,Work_period_start,Work_period_end,Wiki_id
2907,,,http://www.wikidata.org/entity/Q6112678
2908,,,http://www.wikidata.org/entity/Q6123300
2909,"work period (start)
2001
1 reference",,http://www.wikidata.org/entity/Q7499231
2910,,,http://www.wikidata.org/entity/Q6122737
2911,"work period (start)
1990
1 reference",,http://www.wikidata.org/entity/Q6161349
2912,"work period (start)
1978
1 reference",,http://www.wikidata.org/entity/Q6150645
2913,"work period (start)
1984
1 reference",,http://www.wikidata.org/entity/Q6122089
2914,"work period (start)
1977
1 reference",,http://www.wikidata.org/entity/Q6122194
2915,"work period (start)
1973
1 reference",,http://www.wikidata.org/entity/Q6122250
2916,"work period (start)
1978
1 reference",,http://www.wikidata.org/entity/Q6122567
2917,,,http://www.wikidata.org/entity/Q6123388
2918,,,http://www.wikidata.org/entity/Q6164577
2919,,,http://www.wikidata.org/entity/Q6167455
2920,"work period (start)
2003
edit
1 reference
add value",,http://www.wikidata.org/entity/Q6167208
2921,"work period (start)
1960
1 reference",,http://www.wikidata.org/entity/Q6167608
2922,"work period (start)
2009
1 reference",,http://www.wikidata.org/entity/Q6727547
2923,"work period (start)
1965
1 reference",,http://www.wikidata.org/entity/Q6738304
2924,,,http://www.wikidata.org/entity/Q6750277
2925,,,http://www.wikidata.org/entity/Q6744179
2926,,,http://www.wikidata.org/entity/Q6747087
2927,"work period (start)
1995
1 reference",,http://www.wikidata.org/entity/Q6750439
2928,"work period (start)
1973
1 reference",,http://www.wikidata.org/entity/Q6733767
2929,"work period (start)
2004
1 reference",,http://www.wikidata.org/entity/Q6744184
2930,,,http://www.wikidata.org/entity/Q6745457
2931,"work period (start)
2010
1 reference",,http://www.wikidata.org/entity/Q6748329
2932,"work period (start)
2004
1 reference",,http://www.wikidata.org/entity/Q6750364
2933,"work period (start)
1969
1 reference",,http://www.wikidata.org/entity/Q6750452
2934,,,http://www.wikidata.org/entity/Q6751156
2935,,,http://www.wikidata.org/entity/Q6733711
2936,"work period (start)
2009
1 reference",,http://www.wikidata.org/entity/Q6741438
2937,,,http://www.wikidata.org/entity/Q6745678
2938,"work period (start)
1978
1 reference",,http://www.wikidata.org/entity/Q6750290
2939,"work period (start)
1998
1 reference",,http://www.wikidata.org/entity/Q6750446
2940,,,http://www.wikidata.org/entity/Q6751180
2941,"work period (start)
1982
1 reference",,http://www.wikidata.org/entity/Q6165307
2942,"work period (start)
2007
1 reference",,http://www.wikidata.org/entity/Q6167633
2943,"work period (start)
2007
1 reference",,http://www.wikidata.org/entity/Q6727522
2944,,,http://www.wikidata.org/entity/Q6727546
2945,"work period (start)
1994
1 reference",,http://www.wikidata.org/entity/Q6733875
2946,"work period (start)
1976
1 reference","work period (end)
2014
0 references",http://www.wikidata.org/entity/Q6740679
2947,"work period (start)
2008
edit
1 reference
add value",,http://www.wikidata.org/entity/Q6746995
2948,"work period (start)
1998
1 reference",,http://www.wikidata.org/entity/Q6747826
2949,"work period (start)
2008
1 reference",,http://www.wikidata.org/entity/Q6750415
2950,,,http://www.wikidata.org/entity/Q6750435
2951,,,http://www.wikidata.org/entity/Q6738295
2952,,,http://www.wikidata.org/entity/Q6738761
2953,,,http://www.wikidata.org/entity/Q6741093
2954,,,http://www.wikidata.org/entity/Q6745667
2955,,,http://www.wikidata.org/entity/Q7495591
2956,,,http://www.wikidata.org/entity/Q7496766
2957,"work period (start)
1966
1 reference",,http://www.wikidata.org/entity/Q7499430
2958,,,http://www.wikidata.org/entity/Q16149741
2959,"work period (start)
2003
1 reference",,http://www.wikidata.org/entity/Q16154615
2960,"work period (start)
2009
1 reference",,http://www.wikidata.org/entity/Q16165887
2961,,,http://www.wikidata.org/entity/Q16186212
2962,,,http://www.wikidata.org/entity/Q16193836
2963,,,http://www.wikidata.org/entity/Q16195026
2964,"work period (start)
1987
1 reference",,http://www.wikidata.org/entity/Q16197598
2965,,,http://www.wikidata.org/entity/Q16199949
2966,"work period (start)
2013
1 reference",,http://www.wikidata.org/entity/Q16200030
2967,,,http://www.wikidata.org/entity/Q16200190
2968,"work period (start)
2003
1 reference",,http://www.wikidata.org/entity/Q16200270
2969,"work period (start)
2013
1 reference",,http://www.wikidata.org/entity/Q16200342
2970,"work period (start)
2006
1 reference",,http://www.wikidata.org/entity/Q16150925
2971,"work period (start)
1983
1 reference",,http://www.wikidata.org/entity/Q16194703
2972,"work period (start)
2001
1 reference",,http://www.wikidata.org/entity/Q16197442
2973,,,http://www.wikidata.org/entity/Q16199977
2974,"work period (start)
1974
1 reference",,http://www.wikidata.org/entity/Q16200014
2975,"work period (start)
2009
1 reference",,http://www.wikidata.org/entity/Q16200062
2976,"work period (start)
2009
1 reference",,http://www.wikidata.org/entity/Q16200314
2977,,,http://www.wikidata.org/entity/Q16200212
2978,,,http://www.wikidata.org/entity/Q16200225
2979,,,http://www.wikidata.org/entity/Q16200487
2980,"work period (start)
2014
1 reference",,http://www.wikidata.org/entity/Q16200372
2981,"work period (start)
1992
1 reference",,http://www.wikidata.org/entity/Q16200503
2982,"work period (start)
2008
1 reference",,http://www.wikidata.org/entity/Q16200551
2983,"work period (start)
2013
1 reference",,http://www.wikidata.org/entity/Q16149455
2984,"work period (start)
2003
1 reference",,http://www.wikidata.org/entity/Q16198139
2985,,,http://www.wikidata.org/entity/Q16200086
2986,"work period (start)
2010
1 reference",,http://www.wikidata.org/entity/Q16200469
2987,"work period (start)
2009
1 reference",,http://www.wikidata.org/entity/Q16200559
2988,,,http://www.wikidata.org/entity/Q16149802
2989,"work period (start)
1984
1 reference",,http://www.wikidata.org/entity/Q16154055
2990,,,http://www.wikidata.org/entity/Q16193312
2991,,,http://www.wikidata.org/entity/Q16193752
2992,,,http://www.wikidata.org/entity/Q16197561
2993,"work period (start)
2003
1 reference",,http://www.wikidata.org/entity/Q16200172
2994,"work period (start)
1998
1 reference",,http://www.wikidata.org/entity/Q16200046
2995,"work period (start)
2009
1 reference",,http://www.wikidata.org/entity/Q16200282
2996,"work period (start)
2007
1 reference",,http://www.wikidata.org/entity/Q16200234
2997,"work period (start)
2001
edit
1 reference
add value",,http://www.wikidata.org/entity/Q16200476
2998,,,http://www.wikidata.org/entity/Q16200324
2999,,,http://www.wikidata.org/entity/Q16200381
3000,,,http://www.wikidata.org/entity/Q16200406
3001,"work period (start)
2011
1 reference",,http://www.wikidata.org/entity/Q16154619
3002,"work period (start)
1976
1 reference",,http://www.wikidata.org/entity/Q16154525
3003,,,http://www.wikidata.org/entity/Q16154560
3004,"work period (start)
1989
1 reference",,http://www.wikidata.org/entity/Q16193667
3005,"work period (start)
1986
1 reference",,http://www.wikidata.org/entity/Q16195879
3006,"work period (start)
2006
1 reference",,http://www.wikidata.org/entity/Q16198048
3007,"work period (start)
1994
1 reference",,http://www.wikidata.org/entity/Q16198878
3008,"work period (start)
2008
1 reference",,http://www.wikidata.org/entity/Q16199809
3009,"work period (start)
1986
1 reference",,http://www.wikidata.org/entity/Q16200134
3010,,,http://www.wikidata.org/entity/Q16200253
3011,,,http://www.wikidata.org/entity/Q16199993
3012,,,http://www.wikidata.org/entity/Q16200398
3013,"work period (start)
2008
1 reference",,http://www.wikidata.org/entity/Q16176938
3014,,,http://www.wikidata.org/entity/Q16193423
3015,,,http://www.wikidata.org/entity/Q16195257
3016,"work period (start)
1984
1 reference",,http://www.wikidata.org/entity/Q16197058
3017,,,http://www.wikidata.org/entity/Q16198930
3018,"work period (start)
1997
1 reference",,http://www.wikidata.org/entity/Q16199248
3019,,,http://www.wikidata.org/entity/Q16199660
3020,,,http://www.wikidata.org/entity/Q16199968
3021,"work period (start)
2011
1 reference",,http://www.wikidata.org/entity/Q16200162
3022,,,http://www.wikidata.org/entity/Q16200290
3023,,,http://www.wikidata.org/entity/Q16200118
3024,,,http://www.wikidata.org/entity/Q16200332
3025,,,http://www.wikidata.org/entity/Q16200218
3026,"work period (start)
2008
1 reference",,http://www.wikidata.org/entity/Q16200413
3027,"work period (start)
2009
1 reference",,http://www.wikidata.org/entity/Q16200421
3028,,,http://www.wikidata.org/entity/Q16199610
3029,"work period (start)
1973
1 reference",,http://www.wikidata.org/entity/Q16192898
3030,"work period (start)
2008
1 reference",,http://www.wikidata.org/entity/Q16197414
3031,"work period (start)
1982
1 reference",,http://www.wikidata.org/entity/Q16154575
3032,"work period (start)
2006
1 reference",,http://www.wikidata.org/entity/Q16199826
3033,,,http://www.wikidata.org/entity/Q16200004
3034,,,http://www.wikidata.org/entity/Q16154502
3035,,,http://www.wikidata.org/entity/Q16192891
3036,"work period (start)
2010
1 reference",,http://www.wikidata.org/entity/Q16200036
3037,,,http://www.wikidata.org/entity/Q16200125
3038,,,http://www.wikidata.org/entity/Q16200055
3039,"work period (start)
2007
1 reference",,http://www.wikidata.org/entity/Q16150691
3040,"work period (start)
1996
1 reference",,http://www.wikidata.org/entity/Q16154524
3041,"work period (start)
1999
1 reference",,http://www.wikidata.org/entity/Q16197305
3042,"work period (start)
1994
1 reference",,http://www.wikidata.org/entity/Q16198893
3043,,,http://www.wikidata.org/entity/Q16199961
3044,,,http://www.wikidata.org/entity/Q16200302
3045,"work period (start)
2008
1 reference",,http://www.wikidata.org/entity/Q16200361
3046,"work period (start)
2013
1 reference",,http://www.wikidata.org/entity/Q16200448
3047,"work period (start)
2009
1 reference",,http://www.wikidata.org/entity/Q16232402
3048,"work period (start)
2009
1 reference",,http://www.wikidata.org/entity/Q16232807
3049,,,http://www.wikidata.org/entity/Q16235102
3050,,,http://www.wikidata.org/entity/Q16239212
3051,"work period (start)
1985
1 reference",,http://www.wikidata.org/entity/Q16239375
3052,"work period (start)
2013
1 reference",,http://www.wikidata.org/entity/Q16239414
3053,"work period (start)
2012
1 reference",,http://www.wikidata.org/entity/Q16233436
3054,"work period (start)
2014
1 reference",,http://www.wikidata.org/entity/Q16233540
3055,"work period (start)
2012
1 reference",,http://www.wikidata.org/entity/Q16233470
3056,,,http://www.wikidata.org/entity/Q16233848
3057,,,http://www.wikidata.org/entity/Q16234243
3058,"work period (start)
2003
1 reference",,http://www.wikidata.org/entity/Q16234842
3059,"work period (start)
1972
1 reference","work period (end)
2019
0 references",http://www.wikidata.org/entity/Q16239352
3060,,,http://www.wikidata.org/entity/Q16239329
3061,"work period (start)
2005
1 reference",,http://www.wikidata.org/entity/Q16239691
3062,,,http://www.wikidata.org/entity/Q16239276
3063,"work period (start)
2010
1 reference",,http://www.wikidata.org/entity/Q16231675
3064,"work period (start)
2008
1 reference",,http://www.wikidata.org/entity/Q16231811
3065,"work period (start)
2008
1 reference",,http://www.wikidata.org/entity/Q16232387
3066,"work period (start)
2015
1 reference",,http://www.wikidata.org/entity/Q16235008
3067,"work period (start)
1986
1 reference",,http://www.wikidata.org/entity/Q16239091
3068,,,http://www.wikidata.org/entity/Q16239083
3069,,,http://www.wikidata.org/entity/Q16233248
3070,"work period (start)
2007
1 reference",,http://www.wikidata.org/entity/Q16233840
3071,"work period (start)
2012
1 reference",,http://www.wikidata.org/entity/Q16236472
3072,,,http://www.wikidata.org/entity/Q16238665
3073,,,http://www.wikidata.org/entity/Q16238683
3074,"work period (start)
1997
1 reference",,http://www.wikidata.org/entity/Q16239048
3075,,,http://www.wikidata.org/entity/Q16239228
3076,"work period (start)
2008
1 reference",,http://www.wikidata.org/entity/Q16239332
3077,"work period (start)
1966
1 reference",,http://www.wikidata.org/entity/Q16239226
3078,"work period (start)
2009
1 reference",,http://www.wikidata.org/entity/Q16239268
3079,"work period (start)
2009
1 reference",,http://www.wikidata.org/entity/Q16239340
3080,,,http://www.wikidata.org/entity/Q16240190
3081,,,http://www.wikidata.org/entity/Q16226260
3082,,,http://www.wikidata.org/entity/Q16231363
3083,,,http://www.wikidata.org/entity/Q16231373
3084,"work period (start)
2010
1 reference",,http://www.wikidata.org/entity/Q16233288
3085,,,http://www.wikidata.org/entity/Q16233366
3086,"work period (start)
2012
1 reference",,http://www.wikidata.org/entity/Q16234176
3087,"work period (start)
2001
1 reference",,http://www.wikidata.org/entity/Q16239045
3088,"work period (start)
1996
1 reference","work period (end)
2017
1 reference",http://www.wikidata.org/entity/Q16239304
3089,"work period (start)
1988
1 reference",,http://www.wikidata.org/entity/Q16239097
3090,,,http://www.wikidata.org/entity/Q16239260
3091,,,http://www.wikidata.org/entity/Q16239418
3092,"work period (start)
2008
edit
1 reference
add value",,http://www.wikidata.org/entity/Q16240186
3093,"work period (start)
2010
1 reference",,http://www.wikidata.org/entity/Q16233245
3094,"work period (start)
2012
1 reference",,http://www.wikidata.org/entity/Q16233560
3095,"work period (start)
2012
edit
1 reference
add value",,http://www.wikidata.org/entity/Q16233843
3096,"work period (start)
2011
1 reference",,http://www.wikidata.org/entity/Q16233685
3097,"work period (start)
2001
1 reference",,http://www.wikidata.org/entity/Q16239033
3098,"work period (start)
2010
1 reference",,http://www.wikidata.org/entity/Q16239071
3099,"work period (start)
1985
1 reference",,http://www.wikidata.org/entity/Q16239381
3100,"work period (start)
2012
1 reference",,http://www.wikidata.org/entity/Q16233361
3101,"work period (start)
2001
1 reference",,http://www.wikidata.org/entity/Q16239262
3102,"work period (start)
1993
1 reference",,http://www.wikidata.org/entity/Q16239080
3103,"work period (start)
2007
1 reference",,http://www.wikidata.org/entity/Q16231646
3104,,,http://www.wikidata.org/entity/Q16232278
3105,,,http://www.wikidata.org/entity/Q16234497
3106,,,http://www.wikidata.org/entity/Q16237536
3107,,,http://www.wikidata.org/entity/Q16238680
3108,"work period (start)
2004
1 reference",,http://www.wikidata.org/entity/Q16239021
3109,,,http://www.wikidata.org/entity/Q16239204
3110,,,http://www.wikidata.org/entity/Q16239379
3111,"work period (start)
1965
1 reference",,http://www.wikidata.org/entity/Q16239403
3112,"work period (start)
2010
1 reference",,http://www.wikidata.org/entity/Q16231757
3113,"work period (start)
2005
1 reference",,http://www.wikidata.org/entity/Q16239051
3114,"work period (start)
2002
1 reference",,http://www.wikidata.org/entity/Q16239408
3115,,,http://www.wikidata.org/entity/Q16240091
3116,"work period (start)
1969
1 reference","work period (end)
2006
0 references",http://www.wikidata.org/entity/Q16200868
3117,"work period (start)
1980
1 reference",,http://www.wikidata.org/entity/Q16200608
3118,"work period (start)
1994
1 reference",,http://www.wikidata.org/entity/Q16201002
3119,"work period (start)
2007
1 reference",,http://www.wikidata.org/entity/Q16200946
3120,"work period (start)
2001
edit
1 reference
add value",,http://www.wikidata.org/entity/Q16201233
3121,"work period (start)
2000
1 reference",,http://www.wikidata.org/entity/Q16201112
3122,,,http://www.wikidata.org/entity/Q16201231
3123,,,http://www.wikidata.org/entity/Q16201098
3124,,,http://www.wikidata.org/entity/Q16201252
3125,"work period (start)
1990
1 reference",,http://www.wikidata.org/entity/Q16201531
3126,,,http://www.wikidata.org/entity/Q16201688
3127,"work period (start)
1967
1 reference",,http://www.wikidata.org/entity/Q16200720
3128,"work period (start)
1984
1 reference",,http://www.wikidata.org/entity/Q16201037
3129,"work period (start)
2014
1 reference",,http://www.wikidata.org/entity/Q16201057
3130,"work period (start)
2009
1 reference",,http://www.wikidata.org/entity/Q16201031
